words,frequency
m writing review,8
loved every minute,8
voice acting great,8
without doubt best,8
crusader kings ii,8
half life 3,8
overall 9 10,8
saints row iv,8
4 5 hours,8
don know people,8
twin stick shooter,8
multiplayer co op,8
m huge fan,8
m glad got,8
final boss fight,8
got humble bundle,8
go buy now,8
five nights freddy,8
2 years ago,8
shot deathclaw alpha,8
deathclaw alpha head,8
gets boring quickly,8
tale two sons,8
single player story,8
5 10 minutes,8
killing floor 1,8
d recommend anyone,8
system shock 2,8
don expect anything,8
wolf among us,8
best city builder,8
innovative shooter ve,8
supreme commander 2,8
highly recommend getting,7
black ops 3,7
don think ll,7
full controller support,7
5 5 stars,7
great 10 10,7
don buy unless,7
keep things interesting,7
mass effect 2,7
age empires ii,7
well written story,7
20 hours gameplay,7
enjoyed every minute,7
acting top notch,7
fast paced gameplay,7
co op campaign,7
great level design,7
decided give try,7
saints row 2,7
saints row 4,7
10 10 must,7
many years ago,7
gets old fast,7
money well spent,7
m going give,7
best ve heard,7
dino d day,7
co op fps,7
m sure ll,7
co op friends,7
red orchestra 2,7
single player multiplayer,7
best use farm,7
use farm animal,7
back main menu,7
company heroes 2,7
many negative reviews,7
counter strike source,7
learn hard master,7
many hours spent,7
hidden object scenes,7
shooter ve years,7
bless rains africa,7
5 year old,6
m entirely sure,6
almost every way,6
find coming back,6
always something new,6
highly recommend everyone,6
point point b,6
dont think worth,6
want spend money,6
don know m,6
8 7 10,6
co op survival,6
3 5 hours,6
little bit longer,6
keep entertained hours,6
turn based tactical,6
definitely worth purchase,6
totally worth money,6
gets job done,6
solid 9 10,6
don think worth,6
know m talking,6
go guns blazing,6
d say worth,6
brings back old,6
worth money spent,6
worth price admission,6
don know say,6
spend real money,6
5 years ago,6
best star wars,6
bad voice acting,6
8 9 10,6
d give 7,6
lot replay value,6
take getting used,6
best ve seen,6
give another shot,6
always come back,6
read full review,6
every sense word,6
ve always wanted,6
worth price tag,6
amazing art style,6
recommend anyone wants,6
steam summer sale,6
definitely recommend anyone,6
doesn work well,6
took 3 hours,6
scale 1 10,6
graphics great gameplay,6
m going go,6
fallout new vegas,6
fallout 1 2,6
probably best ve,6
sid meier civilization,6
10 15 minutes,6
truck simulator 2,6
d love see,6
list pros cons,6
full screen mode,6
d give try,6
final fantasy vii,6
story well done,6
easy learn hard,6
don want spoil,6
1 2 hours,6
hours non stop,6
right mouse button,6
star wars fan,6
10 20 minutes,6
1 1 1,6
11 24 pm,6
story well written,5
co op multiplayer,5
20 30 minutes,5
overall 8 10,5
rate 7 10,5
best tower defense,5
pew pew pew,5
highly recommended friends,5
last 10 years,5
dont waste money,5
spend hours hours,5
lot people saying,5
solo co op,5
10 10 kill,5
great replay value,5
don judge book,5
judge book cover,5
10 10 better,5
best third person,5
definitely must buy,5
3 hours far,5
love hate relationship,5
haven beaten yet,5
real life money,5
didn take long,5
every way possible,5
theft auto iv,5
work windows 10,5
saints row 3,5
higher difficulty levels,5
love 10 10,5
worth buying sale,5
9 6 10,5
unique art style,5
every 5 minutes,5
great turn based,5
brings back memories,5
totally worth price,5
1 amp 2,5
better diablo 3,5
adventures van helsing,5
1 2 3,5
9 0 10,5
don work well,5
trying find way,5
think waste money,5
windows 8 1,5
graphics aren bad,5
original tomb raider,5
d give 9,5
doesn mean bad,5
ll give thumbs,5
co op missions,5
4 hours long,5
unlike anything ve,5
things go wrong,5
2 3 hours,5
7 8 10,5
knights old republic,5
batman arkham series,5
graphics look great,5
rough around edges,5
definitely worth buy,5
ve never seen,5
4 6 hours,5
died many times,5
dark souls ii,5
doesn hold hand,5
bad taste mouth,5
best indie ve,5
sonic adventure 2,5
finished main campaign,5
turn based rpgs,5
dc universe online,5
couple days ago,5
say give try,5
m going say,5
great tower defense,5
spend money something,5
makes feel re,5
ve seen far,5
now m going,5
buy season pass,5
spent many hours,5
find way around,5
great combat system,5
don starve together,5
give another try,5
1 2 cup,5
kerbal space program,5
spent countless hours,5
roller coaster tycoon,5
every single day,5
haven finished yet,5
4 5 5,5
windows 7 8,5
many bad reviews,5
9 8 10,5
massive open world,5
don think ve,5
decided give chance,5
sit back relax,5
takes getting used,5
great single player,5
recommend buying sale,5
street fighter v,5
rating 9 10,5
getting better better,5
co op experience,5
point click adventures,5
amount replay value,5
know fix please,5
nothing write home,5
graphics 10 10,5
10 0 0,5
0 0 0,5
thought d give,5
re kind person,5
binding isaac rebirth,5
job making feel,5
highly recommend picking,5
recomend anyone enjoys,5
want spoil anything,5
1 5 hours,5
multiplayer single player,5
special place heart,5
around every corner,5
less two hours,5
don want see,5
available right now,5
don write reviews,5
wait next episode,5
miss old days,5
cant go wrong,5
16 gb ram,5
makes want keep,5
resident evil 4,5
cant wait see,5
cs 1 6,5
story voice acting,5
gear solid v,5
best final fantasy,5
15 20 minutes,5
kill x amount,5
lot people complaining,5
f ucking bullsh,5
worth 10 bucks,5
final fantasy series,5
trouble terrorist town,5
recommend giving try,5
redrum redrum redrum,5
dead space 2,5
2 different types,5
future civ verdict,5
bit learning curve,4
rate 11 10,4
took 6 hours,4
modern warfare 2,4
kept coming back,4
great story great,4
d give solid,4
bought steam sale,4
orcs must die,4
art style music,4
don know many,4
english voice acting,4
10 10 rage,4
well worth every,4
1 2 years,4
hundreds hours gameplay,4
without getting bored,4
best 10 10,4
10 10 rate,4
almost 100 hours,4
best ve years,4
pretty decent story,4
looking forward seeing,4
best person shooter,4
11 10 best,4
fantastic open world,4
2 3 friends,4
open world sandbox,4
3 5 5,4
story 10 10,4
please let know,4
worth every dollar,4
feel bad saying,4
give 11 10,4
lot trial error,4
don take seriously,4
give 4 10,4
bit short side,4
give bad review,4
hasn aged well,4
third person shooters,4
complete waste money,4
great open world,4
open world action,4
huge open world,4
killing floor 2,4
players co op,4
worth 20 bucks,4
nice co op,4
definitely worth getting,4
6 years ago,4
definitely worth picking,4
won spoil anything,4
4 5 times,4
awesome voice acting,4
absolutely worth money,4
recommend people want,4
story little bit,4
well told story,4
love sci fi,4
mass effect series,4
great old school,4
pay win aspect,4
stuck loading screen,4
turn based battles,4
totally worth buying,4
d recommend buying,4
active modding community,4
return castle wolfenstein,4
single player campaigns,4
recommend anybody loves,4
assassin creed ii,4
story line amazing,4
single player missions,4
skill system allows,4
black ops ii,4
based single player,4
rise tomb raider,4
new tomb raider,4
best tomb raider,4
never dull moment,4
well worth purchase,4
find way back,4
doesn work properly,4
crusader kings 2,4
takes little bit,4
music voice acting,4
10 10 amazing,4
person action shooter,4
makes feel badass,4
enough write review,4
10 must buy,4
around shooting people,4
retro city rampage,4
8 bit music,4
lot new content,4
10 10 spend,4
don kill anyone,4
say give shot,4
without spoiling anything,4
felt compelled write,4
highly recommended fans,4
don spend money,4
solid 8 10,4
turn motion blur,4
m going back,4
sale right now,4
surprising amount depth,4
using third party,4
3 hours long,4
galaxy fire 2,4
better call duty,4
might magic series,4
running windows 10,4
don know re,4
relatively short length,4
many different things,4
6 hours long,4
best video made,4
bad pc port,4
bit getting used,4
negative things say,4
unplayable keyboard mouse,4
must anyone enjoys,4
9 9 10,4
9 2 10,4
without spending money,4
hell lot better,4
overall rate 9,4
star trek fan,4
don know describe,4
load previous save,4
two headed giant,4
2 headed giant,4
doesn take away,4
fairy bloom freesia,4
art style amazing,4
full price worth,4
20 years ago,4
total war fan,4
well worth try,4
final fantasy tactics,4
go long way,4
meet new people,4
market right now,4
come back later,4
dozens upon dozens,4
10 years old,4
recommend getting dlc,4
1 0 0,4
dream come TRUE,4
point n click,4
don regret buying,4
never write reviews,4
5 hours gameplay,4
best way spend,4
12 year olds,4
dont starve together,4
tell many times,4
many times ve,4
think m actually,4
may seem bit,4
always go back,4
bought full price,4
give 6 10,4
love art style,4
10 10 gameplay,4
10 10 graphics,4
looking fast paced,4
keeps things interesting,4
take grain salt,4
almost 30 hours,4
fallout 3 new,4
almost every aspect,4
great great story,4
love open world,4
100 times better,4
don see point,4
say definitely worth,4
beautiful art style,4
last couple years,4
real money buy,4
10 10 rating,4
world war 1,4
4 year old,4
worth sale price,4
batman assassin creed,4
learning curve makes,4
stop reading reviews,4
co op friend,4
high level players,4
great story line,4
don bother buying,4
overall rating 8,4
don want spend,4
don care story,4
lot things going,4
recommend full price,4
ll keep short,4
excellent voice acting,4
8 8 10,4
high end pc,4
fantastic voice acting,4
10 minutes later,4
dont know people,4
best part free,4
everything comes together,4
people around world,4
unique battle system,4
voice acting amazing,4
ll thank later,4
within five minutes,4
bought season pass,4
dont want pay,4
gets boring fast,4
final fantasy 7,4
m going try,4
want keep coming,4
almost every day,4
walking dead series,4
gets bit boring,4
choose adventure books,4
recommend getting sale,4
within 10 minutes,4
buy full version,4
know many people,4
8 10 gameplay,4
smile 10 10,4
frames per second,4
ll never know,4
10 10 cry,4
bad console port,4
bring back old,4
5 6 hours,4
many different types,4
overall give 9,4
dying dying dying,4
m glad gave,4
achievements trading cards,4
rocket powered battle,4
powered battle cars,4
haven bought yet,4
nice change pace,4
5 hours complete,4
give positive review,4
hyper light drifter,4
recommend waiting sale,4
something goes wrong,4
great job making,4
point click puzzle,4
watch youtube videos,4
partial controller support,4
5 5 10,4
spent 2 hours,4
please give try,4
high end graphics,4
american truck simulator,4
needs lot work,4
4 75 5,4
feel re actually,4
nothing short amazing,4
original half life,4
11 10 ign,4
xbox controller support,4
brave new world,4
doesn feel right,4
know lot people,4
im going say,4
ll start saying,4
short visual novel,4
20 20 20,4
know way around,4
please love god,4
user made levels,4
re going find,4
voice acting graphics,4
old school fps,4
usually write reviews,4
resident evil 1,4
way blue covenant,4
call duty battlefield,4
journey center earth,4
half life series,4
mount blade warband,4
want old school,3
custom zombie maps,3
hope review helped,3
call duty world,3
duty world war,3
mods custom maps,3
windows 10 pro,3
space hard drive,3
probably best fps,3
previous call duty,3
anti cheat system,3
gameplay ve seen,3
keep occupied hours,3
story 7 10,3
gameplay 8 10,3
give solid 7,3
solid 7 10,3
worth giving try,3
quests side quests,3
might little disappointed,3
5 years later,3
story line quite,3
side quests don,3
love tower defense,3
makes feel bad,3
tower defense strategy,3
use money buy,3
realm mad god,3
nice art style,3
amazing replay value,3
1 hit ko,3
re thinking buying,3
wait till next,3
tons replay value,3
spend many hours,3
ve never heard,3
either love hate,3
easily best ve,3
10 10 go,3
2 d minecraft,3
don know yet,3
isn always clear,3
unless re willing,3
well worth full,3
10 10 listen,3
doesn come close,3
d say best,3
high amount content,3
ll find new,3
hours hours without,3
hours without getting,3
easy lose track,3
great gameplay great,3
sandbox action adventure,3
better every way,3
rainbow coloured rainbow,3
im gonna give,3
doesnt take long,3
take long beat,3
stay mind long,3
want go back,3
great story gameplay,3
take long complete,3
break fourth wall,3
old school rpgs,3
doesn effect gameplay,3
community made missions,3
person shooter ve,3
graphics top notch,3
10 10 recomend,3
don want suffer,3
thousands hours gameplay,3
high end system,3
hours far ve,3
co op mission,3
pretty straight forward,3
graphics 9 10,3
silent hill 2,3
around next corner,3
anyone likes genre,3
keyboard mouse controls,3
quite possibly best,3
possibly best ve,3
price right now,3
pros cons list,3
soundtrack danny baranowsky,3
many items find,3
10 10 shoot,3
think worth buying,3
error error error,3
every 20 minutes,3
took 8 hours,3
recommend using controller,3
best gta made,3
another 20 hours,3
hard drive space,3
high end systems,3
better gta v,3
matter hard try,3
someone please help,3
poorly put together,3
rockstar social club,3
awesome co op,3
simple yet addictive,3
unreal engine 3,3
smooth 60 fps,3
looking something bit,3
star wars battlefront,3
bring anything new,3
re going buy,3
let hours fool,3
doesn add anything,3
add anything new,3
co op shooter,3
best splinter cell,3
5 10 recommend,3
doesn mean isn,3
looks way better,3
amnesia dark descent,3
15 years ago,3
fast paced shooter,3
overall great experience,3
d totally recommend,3
free running system,3
finally got around,3
voice acting excellent,3
choices don matter,3
better combat system,3
10 10 bang,3
survival horror genre,3
re remotely interested,3
people low end,3
great combat mechanics,3
doesn take seriously,3
sorry bad english,3
heartily recommend anyone,3
across entire map,3
open world experience,3
haven tried multiplayer,3
find anything wrong,3
brings nothing new,3
best strategy ve,3
don pay attention,3
adds another layer,3
several years old,3
highly suggest buy,3
isometric turn based,3
fans turn based,3
turn based squad,3
enough depth keep,3
gets 10 10,3
combat turn based,3
well 100 hours,3
now don wrong,3
incredible adventures van,3
best action rpg,3
0 10 0,3
enough keep interested,3
ve got nothing,3
re die hard,3
decent replay value,3
user created content,3
amd radeon hd,3
50 60 fps,3
try free demo,3
full retail price,3
second playthrough soon,3
3 5 10,3
doesn happen often,3
metro last light,3
great story telling,3
telltale walking dead,3
wasn sure expect,3
puzzles aren hard,3
nothing needs said,3
nice little addition,3
best ve far,3
feels little bit,3
low violence version,3
anyone slightly interested,3
call duty made,3
3 years ago,3
negative reviews saying,3
don want kill,3
restart last checkpoint,3
wait next series,3
tomb raider series,3
want see future,3
wait part 2,3
tomb raider ve,3
say m bit,3
probably best story,3
4 5 stars,3
best action adventure,3
screen goes black,3
single player far,3
amazing story line,3
waiting next episode,3
huge fan series,3
deus ex machina,3
something old school,3
graphics pretty decent,3
without paying anything,3
look many hours,3
maybe give try,3
total war battles,3
10 10 realism,3
need walk around,3
think 2 years,3
don take away,3
cool art style,3
art style great,3
whole different experience,3
update 3 3,3
awesome art style,3
don know want,3
got boring quickly,3
single player fps,3
don expect able,3
m glad didn,3
don think impacts,3
isn necessarily bad,3
full price though,3
well worth experiencing,3
2 3 times,3
new multiplayer modes,3
two year old,3
many people say,3
6 hours gameplay,3
d say give,3
every single penny,3
short replay value,3
replay value unless,3
single player don,3
10 year old,3
ve already bought,3
saints row series,3
went ahead bought,3
red dead redemption,3
hope developers take,3
4 hours complete,3
10 10 awesome,3
compelled write review,3
made laugh loud,3
light end tunnel,3
feel re part,3
running around circles,3
isn pay win,3
feel right home,3
seen many people,3
don regret purchase,3
doom 1 2,3
huge cast characters,3
brand spanking new,3
arkham asylum arkham,3
asylum arkham city,3
pc master race,3
low frame rate,3
30 fps cap,3
die hard fans,3
medium high settings,3
cheap steam sale,3
say well worth,3
almost non stop,3
choices actually matter,3
similar mass effect,3
want come back,3
best rpg ve,3
best rpgs made,3
story isn bad,3
enough justify price,3
didn high hopes,3
best stories ve,3
stories ve experienced,3
ve seen long,3
lower end computers,3
without paying attention,3
cant recommend enough,3
2 player co,3
say m impressed,3
2 5 hours,3
comes highly recommended,3
co op great,3
took 5 hours,3
kill everything moves,3
hit drop button,3
three years later,3
took 10 minutes,3
people might find,3
challenging boss fights,3
new content added,3
1 0 update,3
steam friends list,3
bought early access,3
dirt cheap sale,3
10 hours gameplay,3
high end gear,3
lots replay value,3
lord rings online,3
re willing pay,3
world middle earth,3
infinite replay value,3
d certainly recommend,3
easy hard master,3
original alien movie,3
world looks feels,3
take away experience,3
gameplay 10 10,3
thinking outside box,3
wish little bit,3
offers something different,3
give second chance,3
co op nice,3
left bad taste,3
rome total war,3
isn bad though,3
wait goes sale,3
gameplay fast paced,3
try something new,3
tower defense elements,3
definitely worth shot,3
dont buy steam,3
rating 8 10,3
highly recommend people,3
system doesn work,3
dlcs dlcs dlcs,3
dlc dlc dlc,3
wish wasn review,3
don many hours,3
ve put lot,3
don know well,3
cant wait next,3
wait next installment,3
must buy anyone,3
pretty every way,3
2 3 years,3
enjoy every second,3
low end pc,3
feel free add,3
10 10 kicked,3
anyone likes fps,3
1 2 hour,3
enjoyed every second,3
buy re looking,3
soundtracks ve heard,3
harder dark souls,3
back old school,3
finding new things,3
depending skill level,3
extremely well done,3
become bit repetitive,3
ll often find,3
doesn look bad,3
think outside box,3
don think m,3
ways build character,3
come back give,3
look forward next,3
1 teaspoon vanilla,3
go horribly wrong,3
open world fps,3
person open world,3
sure ll enjoy,3
great job keeping,3
amazing open world,3
great graphics great,3
ziggy hardcore mod,3
taken whole new,3
always sometimes monsters,3
99 price tag,3
despite relatively short,3
though m sure,3
simulator 10 10,3
10 years ago,3
4 years old,3
intel core i7,3
beat single player,3
walk memory lane,3
age empires 2,3
donkey kong country,3
hasn already said,3
many great things,3
gives player chance,3
3 hours gameplay,3
great job guys,3
take 10 minutes,3
co op amazing,3
made source engine,3
elder scrolls series,3
elder scrolls iv,3
best rpg times,3
spend 6 hours,3
11 10 buy,3
freezes windows 7,3
small indoor areas,3
buy waste money,3
ll never forget,3
definitely worth trying,3
nexus mod manager,3
close quarters combat,3
30 hours gameplay,3
well worth 10,3
better fallout 3,3
decided give another,3
voice acting story,3
8 year old,3
wide variety weapons,3
definitely worth download,3
feel slight sense,3
slight sense regret,3
sense regret never,3
gave cancer anyway,3
many people found,3
voice acting sounds,3
steam early access,3
4 hours gameplay,3
worth every buck,3
duke nukem 3d,3
10 10 click,3
re going lose,3
see lot potential,3
ll give yes,3
nvidia control panel,3
random map generator,3
need pay attention,3
doesn help either,3
sci fi story,3
great pixel art,3
ve spent countless,3
seem bit dated,3
re looking forward,3
looking forward trying,3
lot work put,3
pen paper rpg,3
fan old school,3
simply isn enough,3
definitely money worth,3
banging head wall,3
everything without paying,3
co op experiences,3
pay real money,3
short attention span,3
great value money,3
less 2 hours,3
use real money,3
10 10 fail,3
come back next,3
without spending real,3
spending real money,3
probably best free,3
brings back childhood,3
point amp click,3
think worth full,3
little short side,3
10 10 story,3
10 times better,3
single player content,3
pop culture references,3
worth 30 bucks,3
m gonna say,3
worth money buy,3
2 hours complete,3
don buy full,3
7 hours gameplay,3
don want give,3
point click style,3
60 price tag,3
shadow warrior 2013,3
failed deliver promises,3
found review helpful,3
please consider giving,3
consider giving thumbs,3
worth 15 dollars,3
makes want better,3
open world ve,3
great character design,3
mad max movies,3
m sure think,3
makes little sense,3
reccomend anyone likes,3
major selling point,3
method banish boredom,3
old school turn,3
school turn based,3
pretty well written,3
2d side scrolling,3
level 1 2,3
assassin creed unity,3
open world free,3
looking forward next,3
nothing bad say,3
starpoint gemini 2,3
two years ago,3
behind pay wall,3
becomes second nature,3
amazing 10 10,3
d definitely recommend,3
felt little easy,3
making feel re,3
around 20 hours,3
ex human revolution,3
great worth every,3
give rating 9,3
definitely top 5,3
fan dead space,3
oh god oh,3
tried free weekend,3
re supposed go,3
battle block theater,3
2 3 4,3
spent 4 hours,3
least give try,3
overall give 10,3
ll never back,3
honestly worst ve,3
around 5 hours,3
ve entire life,3
keep great work,3
give money back,3
best person shooters,3
ronald reagan kills,3
rate 1 10,3
took 20 minutes,3
look forward trying,3
every 5 10,3
assassins creed batman,3
give solid 8,3
solid 8 5,3
well done graphics,3
multi monitor support,3
voice acting superb,3
many times die,3
recommend anyone fan,3
m quite sure,3
action adventure rpg,3
highly recomend anyone,3
think twice buying,3
well worth buy,3
looking forward dlc,3
open world map,3
2 d fighting,3
legacy kain series,3
12 hours gameplay,3
10 minutes long,3
back many memories,3
haven encountered bugs,3
day night cycles,3
definitely worth buying,3
couple hours gameplay,3
gameplay easy learn,3
re huge fan,3
graphics seem bit,3
won take long,3
quad core i7,3
thanks reading review,3
highly recommend buy,3
call duty style,3
back old days,3
great voice actors,3
classic point click,3
enjoyed every moment,3
little bit hard,3
sit back enjoy,3
big bad wolf,3
click point adventure,3
amazing voice acting,3
d 10 10,3
give another go,3
wait see next,3
10 10 lose,3
minutes u lose,3
u start skirmish,3
highly recommend checking,3
co op well,3
cant wait try,3
involves lot strategy,3
totally recommend anyone,3
re looking challenge,3
complete main story,3
re going love,3
needs little work,3
ing expert shooting,3
expert shooting aerial,3
shooting aerial reasonable,3
aerial reasonable place,3
reasonable place shot,3
easy enough pick,3
worth 20 dollars,3
negative reviews people,3
13 years old,3
quickly become favorite,3
say give chance,3
fairly straight forward,3
best city building,3
TRUE spiritual successor,3
sim city 4,3
sim city 5,3
art style nice,3
combat system easy,3
deus ex universe,3
regret spending money,3
due short length,3
decent voice acting,3
people don know,3
9 99 10,3
nice well made,3
feels early access,3
original voice actors,3
worth paying full,3
recomend anyone wants,3
four five hours,3
go higher level,3
works great controller,3
characters different abilities,3
every nook cranny,3
go back forth,3
worth 60 bucks,3
don want go,3
many others said,3
worth 10 dollars,3
find new weapons,3
amazing level design,3
atmosphere well done,3
things need added,3
many people don,3
story well told,3
rollercoaster tycoon 3,3
11 10 kill,3
ll come across,3
simple yet challenging,3
don know anything,3
yet another zombie,3
another zombie defense,3
theft auto 5,3
completed main story,3
took 2 hours,3
re looking something,3
takes less hour,3
won see coming,3
monster race edition,3
doesnt work anymore,3
many positive reviews,3
solid 7 5,3
elder scrolls online,3
looking forward future,3
going give thumbs,3
10 10 never,3
give positive rating,3
pretty sure ve,3
20 30 hours,3
ask money back,3
turn based battle,3
m sure feel,3
windows 10 64,3
30 minutes long,3
totally worth every,3
highly recommended anyone,3
cheap jump scares,3
worth current price,3
poor voice acting,3
many new features,3
need quake live,3
quake live account,3
frame rate issues,3
works well enough,3
spend lot waiting,3
want sit back,3
interesting enough keep,3
yet another lego,3
solid 10 10,3
finished 2 hours,3
ve purchased steam,3
worth 10 10,3
everything works well,3
metal gear fans,3
long way go,3
take lot damage,3
took 4 hours,3
many many many,3
see lot negative,3
kings brave new,3
5 years old,3
dragon age origins,3
best story driven,3
cd projekt red,3
ve 2 hours,3
three times row,3
final fantasy fan,3
around 2 3,3
5 hours straight,3
1 2 seconds,3
recommend anyone willing,3
don know hell,3
want see gameplay,3
100 hours gameplay,3
x amount enemies,3
sit back watch,3
wouldn recommend anyone,3
sid meier pirates,3
use premium currency,3
story interesting enough,3
d probably buy,3
geometry wars 3,3
call duty black,3
duty black ops,3
ignore negative reviews,3
m sure everyone,3
virtue last reward,3
give 9 5,3
ve 9 hours,3
far gameplay concerned,3
don go well,3
farming simulator 15,3
learn something new,3
level 2 3,3
left mouse button,3
feel got money,3
11 year old,3
hours trying beat,3
4 8 5,3
free visual novel,3
superhot innovative shooter,3
dragon ball xenoverse,3
song ice fire,3
multiple choice questions,3
m going review,3
community forum manager,3
little bit boring,3
souls dark souls,3
don fooled people,3
fooled people raging,3
people raging bit,3
raging bit difficulty,3
assign heroes wait,3
check full review,3
rescue team 1,3
resident evil zero,3
30 minutes complete,3
made rpg maker,3
6 8 hours,3
pretty self explanatory,3
buy dlc packages,3
fan point click,3
2 4 hours,3
blue covenant item,3
great art style,3
don usually write,3
rainbow six siege,3
writing review steam,3
took 30 hours,3
total war warhammer,3
please add skavens,3
20 minutes figure,3
free open source,3
crafting skill system,3
far far far,3
24 hour maintenance,3
know re going,3
love dark souls,3
original doom series,3
start level pistol,3
easier said done,3
rpg bullet hell,3
gonna take lot,3
take lot drag,3
lot drag away,3
drag away nothing,3
away nothing hundred,3
nothing hundred men,3
hundred men bless,3
men bless rains,3
gonna take things,3
take things never,3
la la la,3
u h wutt,3
pretty well done,3
fantastic co op,3
replay value great,3
dead rising 2,3
elder scrolls universe,3
5 seconds download,3
almost every single,3
ubermosh ubermosh black,3
ubermosh vol 3,3
tower defense genre,3
dawn war ii,3
11 28 pm,3
2 59 pm,3
portal 2 great,3
green hill zone,3
two worlds ii,3
low end computers,2
never gets boring,2
don buy don,2
overall 10 10,2
real call duty,2
thousands upon thousands,2
times go back,2
require different tactics,2
many others problems,2
trying kill re,2
new ways kill,2
16gb ddr3 ram,2
gtx 770 2gb,2
cod mw 2,2
dozens hundreds hours,2
got vac banned,2
graphics pretty damn,2
voice acting english,2
great feels great,2
great totally recommend,2
last call duty,2
files verifying cache,2
8 core 4,2
dont expect postal,2
graphics 7 10,2
might bit slow,2
combat leveling system,2
side quests complete,2
number side quests,2
actually better main,2
d pay full,2
tried restarting computer,2
almost 5 years,2
main story quest,2
combat system feels,2
every single player,2
single player rpg,2
freedom building character,2
ve never problem,2
overall rate 8,2
rate 8 5,2
cartoony art style,2
tower defense ve,2
must buy fans,2
buy fans genre,2
say co op,2
person tower defence,2
money buy capsules,2
definitely worth least,2
many different modes,2
9 10 great,2
early 20th century,2
blast co op,2
reason didn give,2
enjoyable co op,2
looks m going,2
said yes questions,2
take bit used,2
active multiplayer community,2
total war team,2
total war franchise,2
definitly worth money,2
bat knock lava,2
procedurally generated worlds,2
graphics well made,2
want hear bad,2
nearly every way,2
9 10 hours,2
every new update,2
tell family love,2
untill ve reached,2
ve thus far,2
don know done,2
m simply saying,2
now m back,2
gather friends start,2
minor bugs glitches,2
bugs glitches sometimes,2
insane amount content,2
interesting character named,2
tones different ways,2
feel well worth,2
gr8 r8 8,2
many people enjoy,2
lot people compare,2
don listen people,2
goes sale less,2
alot people don,2
1 3 released,2
free content updates,2
ve gotten know,2
spent 20 minutes,2
highly recomend everyone,2
amazing friends alone,2
post release support,2
things along way,2
give 0 10,2
definitely worth asking,2
anyone likes minecraft,2
30 hours far,2
ve made steam,2
great 2 d,2
way better minecraft,2
id give 8,2
way many hours,2
due server lag,2
fights fast paced,2
many things explore,2
runs smooth butter,2
safely say best,2
re fence buying,2
don want write,2
decent amount replayability,2
found hours hours,2
hours hours hours,2
recommend haven already,2
go ahead try,2
plenty content keep,2
without shadow doubt,2
got 200 hours,2
10 hours later,2
gives realistic feel,2
gear suit style,2
doesn break flow,2
hour interactive movie,2
took long actually,2
graphics great music,2
honestly say best,2
weapons well balanced,2
decent enough keep,2
keep going hours,2
various types enemies,2
well designed levels,2
takes back days,2
early final fantasy,2
cthulhu saves world,2
great military sim,2
random fps drops,2
many different gamemodes,2
10 10 opinion,2
arma 3 wasteland,2
new upcoming dlc,2
wait arma 3,2
10 10 shot,2
digital deluxe edition,2
pc run smoothly,2
highly recomend people,2
